;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA
nombre premier bn:00064389n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
confidentiel bn:00100230a;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
adresse ip bn:00706454n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
infinité bn:00012426n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
seconde bn:00068672n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
visible bn:00110277a;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
classe type bn:03004615n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
concept bn:00021547n;0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 
réutilisation bn:02823226n;0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 
hériter bn:00043823n;0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 
intrinsèque bn:00105350a;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
encapsulation bn:01505556n;0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 
mère bn:00034027n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
logiciel système bn:00075772n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
complexité bn:00021383n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
mariadb bn:01841320n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
modèle relationnel bn:01978816n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
ingres bn:03724918n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
hsqldb bn:00229377n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
oracle database bn:02591895n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
db2 bn:00637255n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
maxdb bn:00244294n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
sybase bn:01257629n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
zodb bn:02283783n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
db4o bn:01389836n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
berkeley db bn:03239968n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
nosql bn:01727553n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
cassandra bn:01090316n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
bigtable bn:03415846n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
couchdb bn:00542118n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
hbase bn:14809379n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
leveldb bn:02609794n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
libérer bn:00090300v;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
example.com bn:00329278n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
aller bn:00040833n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
isolation bn:02609561n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
durabilité bn:01803600n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
électricité bn:00030192n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
verrou bn:01788633n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
panne bn:00059753n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
gérer bn:00084527v;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
populaire bn:00108807a;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
ouvrir bn:00084089v;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
supporter bn:00083226v;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
cours en ligne bn:03617678n;0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 
mémento bn:00611675n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
reference bn:00001302n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
générateur bn:03384822n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
générateur de documentation bn:00750235n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
javadoc bn:00527312n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
style de programmation bn:01247117n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
identificateurs bn:00045822n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
type primitifs bn:02695430n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
type statique bn:04749218n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
hiérarchie bn:00044017n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
nouvelle classe bn:02230821n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
swing bn:02050247n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
thread bn:03212986n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
section critiques bn:03482397n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interactive bn:00105260a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
test unitaires bn:01529126n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
unitaires bn:00112905a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
design pattern bn:00890994n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
modèle singleton bn:03495688n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
machine virtuelle java bn:00875176n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
glossaire bn:00040717n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
monde réel bn:00066402n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
concrète bn:00100206a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
grise bn:00041510n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
typiquement bn:00117361r;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
encapsuler bn:00087590v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interagir bn:00089808v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
nom générique bn:02017388n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
consommation bn:00022109n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
hiérarchique bn:00104156a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
sun microsystems bn:02053714n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
james gosling bn:03306336n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
obligatoire bn:00107677a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
lisibilité bn:04849472n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
verbe bn:00079778n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
paraphraser bn:00060604n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
intitulé bn:00087654v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
complète bn:00100162a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
lettre minuscules bn:00052186n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
rassembler bn:00082246v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
jar bn:02011849n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
classpath bn:03476243n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
void bn:01326821n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
abstract bn:00000489n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
sémantique bn:00110347a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
matériels bn:00100487a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
spécifique bn:00111001a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
ajouter bn:00082317v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
conformer bn:00082137v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
contribuer bn:00085565v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
intérieur bn:00046892n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
classe internes bn:01035086n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
regroupement bn:00021838n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
mots-clés bn:03224594n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
modificateurs bn:00055488n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
variable de classe bn:00938255n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
tentative bn:00007011n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
espace mémoire bn:03228212n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
collector bn:05021864n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
indirectement bn:00115900r;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
sémantique bn:00070404n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
cyrillique bn:00100853a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
windows nt bn:01409690n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
système de codage bn:00020370n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
byte bn:00014365n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
simple précision bn:01672387n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
double précision bn:03333822n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
point décimal bn:00025705n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
affection bn:00001744n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
bibliothèque standard bn:03087001n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
primitif bn:00097448a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
autoboxing bn:02831394n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
auparavant bn:00114297r;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
noter bn:00089002v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
opérandes bn:00059114n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
mark bn:16597230n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
applicables bn:00097372a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
agrégat bn:00096658a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
fréquents bn:00103324a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
généricité bn:00177619n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
précédente bn:00016426n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
gestion bn:00053116n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
évolution bn:00032060n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
is bn:03703419n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
borne supérieure bn:13919837n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
principales bn:00109011a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
relever bn:00085329v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
opération bn:00053826n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
grand entier bn:00050016n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
enveloppe bn:00031069n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
explicite bn:00101176a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
ordre normal bn:00331579n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
division euclidienne bn:03534242n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
euclidienne bn:00102428a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
arrondir bn:00093135v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
unaires bn:00112334a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
exclusif bn:00102513a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
inférer bn:00086431v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
opérateur booléen bn:00012145n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
négation bn:00057188n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
formel bn:00103223a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
effectifs bn:00043282n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
signature bn:03654577n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
duplication de code bn:03107543n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
pointe bn:00084813v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
capter bn:00082177v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
commande bn:00086778v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
fichier exécutable bn:00058456n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
syntaxique bn:00111596a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
instruction vide bn:03112071n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
mettre fin à bn:00087608v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
jour bn:00025422n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
améliorer bn:00082573v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
mode graphique bn:04899163n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
scanner bn:00027087n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
périphérique bn:00021491n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
approprié bn:00109117a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
accès séquentiel bn:02076469n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
terminal bn:00100203a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
classloader bn:03647181n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
pare-feu bn:00034713n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
technique bn:00109073a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
réutilisation de code bn:00205717n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
astre bn:00073964n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
sous-type bn:15888113n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
ascendant bn:00003890n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
planete bn:00052888n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
descendre bn:00085333v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
type dynamique bn:16109138n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
liaison dynamique bn:02949338n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
annotation bn:03140746n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
compatibilité bn:00021322n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
accessible bn:00096257a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
invoquer bn:00085009v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
draw bn:15449583n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
dehors bn:00032430n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
différencier bn:00086800v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
cat bn:14528732n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
division par zéro bn:01104287n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
paquetage bn:00904294n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
normal bn:00107587a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
prendre en compte bn:04878250n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interfaces graphiques bn:00041418n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
abstract window toolkit bn:02002015n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
prompt bn:00111415a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
containers bn:00022129n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
intermédiaires bn:00047121n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
panel bn:01845200n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
taille bn:00093792v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
généré bn:00086013v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
nature bn:00057017n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
listener bn:04706492n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
touche bn:00049001n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
fenêtre bn:00081292n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
anonyme bn:00097155a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
modèle-vue-contrôleur bn:02245403n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interface utilisateur bn:00047088n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
paradigme bn:01164163n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
dater bn:00086297v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
adaptabilité bn:00001267n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
type de programme bn:00144629n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
programmation concurrente bn:01933105n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
segment de code bn:00186041n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
garantir bn:00082879v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
consommateur bn:00022095n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
symétrique bn:00103981a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
javabeans bn:00307178n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
couplage bn:00632267n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
cohesion bn:03340155n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
adéquation bn:00001355n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
délicats bn:00101358a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
processus de conception bn:00026535n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
garder bn:00089407v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
impact bn:00046065n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
architecture logicielle bn:03258160n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
minimiser bn:00087204v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
objet métier bn:00756342n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
représentation interne bn:00047140n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
gestion de données bn:03631704n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
applicatives bn:00097373a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
schéma de bn:00035375n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
idéale bn:00104501a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
import bn:00046137n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
view bn:00059169n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
esprit bn:00012681n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
système distribués bn:03732241n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java ee bn:03173395n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
ejb bn:03171558n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
servlets bn:03188848n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interrelation bn:00047207n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
plan de test bn:00816633n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
test système bn:03749679n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
cas de test bn:00543577n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
malheureusement bn:00114196r;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
régression bn:00066913n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
test de non-régression bn:03101995n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
batterie bn:00009065n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
communauté open source bn:00182430n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
outil bn:00077585n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
test fixture bn:14133437n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
test bn:00094888v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
bean bn:01412280n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
composant bn:00021394n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
assemblé bn:00082845v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
plate-forme java bn:03241725n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java se bn:03173433n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
convention de nommage bn:01198011n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
environnement de développement bn:00748100n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
personnalisation bn:00895785n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
persistance bn:03432337n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
support de stockage bn:00025315n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
sérialisation bn:00070604n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
canvas bn:02415221n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
théoriques bn:00111806a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
algorithmes bn:00002705n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
fondamentaux bn:00008838n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interaction bn:00036845n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
unique bn:00112899a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
barre de défilement bn:00257291n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
existants bn:00102613a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
an bn:00081857n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
bytecode bn:03791673n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
structure de classe bn:00019550n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java native interface bn:01619475n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
tutoriel bn:00112194a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interface de programmation bn:02130401n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
interfaçage bn:04713937n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
programme c bn:00014402n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
wall bn:03172609n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
illustrer bn:00087826v;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
procedure bn:16903850n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
descripteur bn:14042302n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
structure de donnée bn:00025330n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
line bn:16701562n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
scanf bn:03106902n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
allocation bn:00002912n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
mémoire dynamique bn:03517836n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
edition bn:00065108n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java platform, micro edition bn:03173415n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
décembre 2006 bn:03315076n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
produit logiciel bn:00072649n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java runtime environment bn:15385568n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
runtime bn:00068562n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java development kit bn:01837373n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
débogueur bn:00025641n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
imprécis bn:00107686a;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
kit de développement bn:00899006n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
application mobiles bn:02709719n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
pda bn:00059484n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java card bn:01342111n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
carte à puce bn:00072293n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
javafx bn:00234554n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
encyclopédie bn:00024746n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
java 2 bn:04756808n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
plateforme java bn:16564242n;0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 
